price,bedrooms,bathrooms,waterfront,view,condition,grade,yr_built,yr_renovated,long,lat,m2_living,m2_lot,floors,m2_above,m2_basement,m2_living15,m2_lot15
140000.00,3,1,0,0,3,7,1959,0,-122.294,47.3748,101.26427,986.62986,0.1393545,101.26427,0,128.20614,986.62986
495000.00,2,1,0,0,3,7,1905,0,-122.333,47.6667,90.11591,397.996452,0.092903,90.11591,0,190.45115,397.996452
757000.00,3,3.25,0,0,3,9,2007,0,-122.002,47.5534,296.36057,490.806549,0.185806,296.36057,0,274.06385,482.909794
765000.00,3,3.25,0,0,3,9,2007,0,-122.002,47.5534,296.36057,490.806549,0.185806,296.36057,0,274.06385,482.909794
359000.00,4,1.5,0,0,4,7,1955,0,-122.3,47.7055,175.58667,562.248956,0.092903,175.58667,0,140.28353,564.107016
440000.00,3,1,0,0,3,6,1900,0,-122.396,47.5473,97.54815,696.7725,0.092903,97.54815,0,128.20614,696.7725
400000.00,4,1.5,0,0,3,7,1965,0,-122.332,47.7224,129.13517,668.9016,0.092903,105.90942,23.22575,151.43189,715.538906
652000.00,3,2,0,0,4,7,1941,0,-122.393,47.6785,157.9351,379.04424,0.092903,78.96755,78.96755,137.49644,473.8053
260000.00,3,1.75,0,0,3,7,1980,0,-122.358,47.4574,97.54815,543.48255,0.092903,97.54815,0,113.34166,824.97864
1328000.00,5,3,0,2,3,9,1964,1990,-122.229,47.5421,310.29602,1002.980788,0.092903,196.95436,113.34166,305.65087,1203.558365
519500.00,4,2,0,0,3,6,1964,0,-122.032,47.5326,143.07062,1659.154677,0.092903,143.07062,0,129.13517,900.044264
650000.00,3,1,0,0,4,7,1928,0,-122.354,47.6861,158.86413,556.674776,0.1393545,144.92868,13.93545,115.19972,278.801903
280000.00,4,2.25,0,0,3,8,1978,0,-122.329,47.3251,195.0963,750.191725,0.185806,195.0963,0,195.0963,693.427992
515000.00,4,1.75,0,0,4,8,1965,0,-122.138,47.6219,160.72219,741.36594,0.092903,160.72219,0,193.23824,780.3852
400000.00,3,2.25,0,0,3,7,1986,0,-122.203,47.7159,139.3545,250.094876,0.185806,139.3545,0,136.56741,224.639454
652100.00,3,2.5,0,0,3,9,2003,0,-122.021,47.6297,221.10914,466.094351,0.185806,221.10914,0,248.05101,563.549598
235000.00,6,3,0,0,3,7,1980,0,-122.305,47.3054,202.52854,739.136268,0.185806,202.52854,0,205.687242,713.866652
701000.00,4,1.5,0,0,3,8,1907,0,-122.279,47.5575,170.94152,936.46224,0.185806,170.94152,0,170.01249,468.23112
640000.00,4,2.5,0,0,3,9,1997,0,-122.115,47.6993,217.485923,891.311382,0.185806,217.485923,0,264.77355,875.239163
455800.00,3,2.5,0,0,3,7,2002,0,-122.043,47.6866,157.00607,425.867352,0.185806,157.00607,0,148.6448,293.945092
504750.00,3,2.5,0,0,3,8,1993,0,-121.898,47.6442,231.32847,2038.013111,0.185806,231.32847,0,227.61235,2038.013111
483000.00,3,3,0,0,3,9,1992,0,-122.06,47.6104,226.68332,1443.71262,0.185806,226.68332,0,226.68332,1419.836549
530000.00,3,0.75,1,2,5,6,1950,0,-122.49,47.4781,85.47076,1896.336036,0.092903,85.47076,0,107.953286,5082.258615
250000.00,2,1,0,0,3,6,1956,0,-122.341,47.4814,95.69009,816.245758,0.092903,95.69009,0,137.49644,754.465263
229950.00,5,2.75,0,0,3,7,1994,0,-122.347,47.3155,185.806,546.734155,0.092903,117.05778,68.74822,182.08988,605.170142
884744.00,4,3.5,0,0,3,9,2001,0,-122.022,47.6067,391.12163,874.588842,0.185806,391.12163,0,366.96685,824.97864
514000.00,3,1.5,0,0,3,7,1977,0,-122.143,47.6681,149.57383,925.685492,0.092903,100.33524,49.23859,149.57383,925.685492
532000.00,3,2.25,0,0,4,8,1977,0,-122.006,47.4672,177.44473,3252.998545,0.092903,132.85129,44.59344,217.39302,3407.68204
423000.00,4,2.5,0,0,3,8,2004,0,-122.162,47.4981,247.12198,514.589717,0.185806,247.12198,0,221.10914,514.589717
420000.00,2,1,0,2,5,6,1922,0,-122.38,47.5649,76.18046,373.934575,0.092903,76.18046,0,130.99323,534.19225
521000.00,3,1.75,0,0,3,8,1988,0,-122.201,47.737,160.72219,1695.47975,0.092903,160.72219,0,202.52854,931.538381
577000.00,4,2.25,0,0,3,8,1979,0,-122.169,47.6988,219.25108,695.84347,0.185806,219.25108,0,219.25108,695.84347
425000.00,3,1,0,0,3,7,1956,0,-122.132,47.603,90.11591,746.94012,0.092903,90.11591,0,116.12875,650.321
495000.00,4,2.5,0,0,3,8,2004,0,-122.235,47.7719,228.54138,451.694386,0.185806,228.54138,0,269.4187,454.760185
340000.00,3,2.5,0,0,3,9,1987,0,-122.351,47.3026,249.90907,796.829031,0.185806,249.90907,0,238.76071,749.355598
499950.00,3,3.5,0,0,3,8,2014,0,-122.298,47.596,169.08346,184.969873,0.185806,132.85129,36.23217,143.99965,135.63838
1218000.00,4,3,0,2,3,9,2014,0,-122.386,47.5917,322.37341,441.28925,0.185806,220.18011,102.1933,224.82526,442.311183
720000.00,4,2.75,0,2,5,8,1977,0,-122.204,47.5259,313.08311,709.221502,0.092903,196.02533,117.05778,228.54138,709.221502
249000.00,3,1.5,0,0,3,7,1970,0,-122.174,47.4216,157.9351,766.171041,0.092903,93.83203,64.10307,133.78032,780.3852
206135.00,3,1,0,0,4,7,1978,0,-122.178,47.3527,124.49002,1028.43621,0.092903,124.49002,0,153.28995,708.84989
300000.00,5,2.75,0,0,4,7,1968,0,-122.19,47.444,185.806,861.768228,0.185806,185.806,0,115.19972,768.30781
612000.00,6,3,0,3,3,8,1949,0,-122.241,47.506,356.74752,1304.35812,0.1393545,228.54138,128.20614,201.59951,628.488795
1102030.00,5,2.5,0,2,3,10,1950,1990,-122.363,47.7291,361.39267,2537.273833,0.185806,361.39267,0,293.57348,2103.416823
230000.00,4,2,0,0,4,7,1970,0,-122.376,47.2964,113.34166,845.4173,0.1393545,113.34166,0,107.76748,715.3531
850000.00,3,1,0,2,3,8,1936,0,-122.372,47.6378,211.81884,427.3538,0.092903,116.12875,95.69009,177.44473,371.612
355000.00,4,2.5,0,0,4,7,1979,0,-122.256,47.3396,257.34131,650.321,0.092903,180.23182,77.10949,198.81242,713.866652
442000.00,4,2.5,0,0,3,9,1990,0,-122.159,47.5148,234.11556,673.825459,0.185806,234.11556,0,238.76071,776.576177
399000.00,4,3,0,0,3,8,2001,0,-122.126,47.3786,284.28318,464.515,0.185806,284.28318,0,284.28318,526.574204
360000.00,4,2.5,0,0,3,9,1999,0,-122.222,47.2593,222.03817,661.004845,0.185806,222.03817,0,241.5478,735.420148
390000.00,3,1.75,0,0,3,8,1978,0,-122.133,47.4425,122.63196,717.675675,0.092903,122.63196,0,187.66406,669.83063
413000.00,5,2.5,0,0,3,8,1977,0,-122.197,47.7752,269.4187,809.278033,0.092903,153.28995,116.12875,217.39302,823.956707
190000.00,2,1,0,0,3,6,1951,0,-122.276,47.5294,65.0321,882.5785,0.092903,65.0321,0,94.76106,521.836151
432900.00,3,2.5,0,0,3,8,1998,0,-121.782,47.4849,205.31563,857.123078,0.185806,205.31563,0,225.75429,827.022506
621138.00,3,2.25,0,0,3,9,1986,0,-122.072,47.6482,202.52854,719.162123,0.185806,202.52854,0,213.6769,797.200643
270000.00,3,2.25,0,0,3,7,2003,0,-122.157,47.4203,193.23824,395.023556,0.1393545,143.99965,49.23859,193.23824,211.354325
610000.00,4,2.25,0,0,3,8,1980,0,-122.032,47.5739,194.16727,3255.32112,0.092903,138.42547,55.7418,270.34773,1963.226196
500000.00,3,2,0,2,5,7,1941,0,-122.298,47.559,159.79316,513.289075,0.092903,89.18688,70.60628,163.50928,513.289075
715000.00,4,2.25,0,0,5,8,1968,0,-122.032,47.6627,228.54138,3775.113405,0.092903,228.54138,0,209.03175,3775.113405
264000.00,3,1.5,0,0,4,7,1958,0,-122.148,47.3658,136.56741,1376.915363,0.092903,136.56741,0,163.50928,1427.91911
550000.00,3,1.75,0,0,3,8,1901,0,-122.317,47.6209,153.28995,297.2896,0.1393545,153.28995,0,139.3545,222.9672
337000.00,3,2,0,0,3,8,1997,0,-122.108,47.3724,157.00607,844.209561,0.092903,157.00607,0,194.16727,752.5143
170000.00,3,1,0,0,4,6,1962,0,-122.302,47.4167,90.11591,809.18513,0.092903,90.11591,0,118.91584,1096.719915
405000.00,4,2.5,0,0,4,7,1972,0,-122.185,47.7321,188.59309,844.952785,0.092903,104.98039,83.6127,180.23182,743.224
775000.00,4,2.5,0,0,3,10,1984,0,-122.114,47.7185,235.97362,2653.588389,0.092903,235.97362,0,259.19937,1886.023803
425000.00,3,2.25,0,0,4,7,1983,0,-122.174,47.7223,145.85771,694.449925,0.092903,111.4836,34.37411,157.9351,671.68869
713000.00,5,2.75,0,2,4,8,1967,0,-122.133,47.5943,239.68974,858.609526,0.185806,159.79316,79.89658,208.10272,865.484348
555000.00,5,2.5,0,0,3,8,1966,0,-122.127,47.5968,194.16727,809.370936,0.092903,131.92226,62.24501,231.32847,809.370936
810000.00,4,2.5,0,0,3,9,2003,0,-121.995,47.5453,302.86378,521.000024,0.185806,302.86378,0,279.63803,521.000024
1250000.00,4,3.75,0,0,4,11,1990,0,-122.042,47.7237,355.81849,3833.456489,0.185806,355.81849,0,520.2568,5255.336904
819000.00,3,3.5,0,2,5,8,1908,0,-122.405,47.6491,197.88339,571.35345,0.185806,142.14159,55.7418,189.52212,499.911043
409900.00,3,2.5,0,0,3,8,2013,0,-122.367,47.5389,157.00607,111.4836,0.185806,130.99323,26.01284,157.00607,163.50928
935000.00,2,2.5,0,0,5,9,1974,0,-122.21,47.6132,165.36734,192.030501,0.185806,165.36734,0,215.53496,192.030501
657500.00,4,1.75,0,3,4,7,1947,0,-122.4,47.6981,150.50286,702.34668,0.092903,128.20614,22.29672,201.59951,803.61095
900000.00,6,3.75,0,0,3,9,2008,0,-122.157,47.5211,391.12163,567.172815,0.185806,304.72184,86.39979,354.88946,591.606304
932800.00,5,3.25,0,0,3,9,1998,2007,-122.294,47.6919,276.85094,659.146785,0.2322575,276.85094,0,155.14801,663.32742
391000.00,3,2,0,0,4,8,1977,0,-122.184,47.5455,138.42547,836.127,0.092903,138.42547,0,203.45757,836.127
420000.00,4,2.5,0,0,3,8,2000,0,-122.153,47.4979,196.02533,912.771975,0.185806,196.02533,0,153.28995,919.7397
1300000.00,6,3.5,0,0,3,10,2002,0,-122.157,47.6078,609.722389,3035.14101,0.185806,478.729159,130.99323,242.47683,2104.345853
415000.00,3,1.5,0,0,5,8,1956,0,-122.338,47.751,140.28353,1560.7704,0.092903,140.28353,0,144.92868,675.962228
350000.00,3,1.75,0,0,3,8,1946,0,-122.379,47.5038,170.01249,875.610775,0.092903,147.71577,22.29672,155.14801,783.17229
375000.00,2,1,0,0,4,7,1948,0,-122.401,47.6684,114.27069,169.08346,0.185806,77.10949,37.1612,154.21898,283.911568
860000.00,3,1.75,0,2,5,8,1947,0,-122.187,47.673,202.52854,1313.183905,0.092903,120.7739,81.75464,328.87662,958.573154
495000.00,4,2.25,0,0,4,8,1961,0,-122.17,47.5491,206.24466,824.235416,0.092903,103.12233,103.12233,206.24466,845.974718
250000.00,4,2.25,0,0,3,7,1962,0,-122.288,47.3386,160.72219,780.3852,0.092903,160.72219,0,143.99965,735.79176
365000.00,4,2.25,0,0,4,8,1968,0,-122.144,47.439,184.87697,1979.948736,0.092903,184.87697,0,222.9672,1784.66663
503000.00,3,2.75,0,0,5,7,1980,0,-122.212,47.7163,143.07062,628.02428,0.092903,112.41263,30.65799,143.07062,688.968648
150000.00,2,1,0,0,4,6,1944,0,-122.172,47.4752,102.1933,668.9016,0.092903,102.1933,0,129.13517,668.9016
450000.00,4,1.75,0,0,4,7,1912,0,-122.314,47.6684,152.36092,137.49644,0.092903,76.18046,76.18046,131.92226,217.578826
355000.00,4,3,0,0,3,8,2001,0,-122.289,47.2609,240.61877,670.109339,0.185806,240.61877,0,236.90265,631.7404
245000.00,3,2,0,0,4,7,1972,0,-122.315,47.346,134.70935,867.063699,0.185806,134.70935,0,177.44473,715.446003
265900.00,3,2,0,0,4,7,1992,0,-122.181,47.4053,109.62554,723.993079,0.092903,109.62554,0,159.79316,723.993079
299000.00,4,2.5,0,0,3,7,1975,0,-122.167,47.4339,169.08346,703.740225,0.092903,113.34166,55.7418,170.94152,710.70795
957500.00,4,2.25,0,0,4,10,1968,0,-122.224,47.5318,219.25108,1070.521269,0.185806,219.25108,0,264.77355,1055.563886
343000.00,3,1,0,0,4,7,1972,0,-122.211,47.7143,104.05136,673.54675,0.092903,104.05136,0,124.49002,678.377706
307500.00,3,2.25,0,0,3,7,1994,0,-122.037,47.3646,152.918338,684.137692,0.185806,152.918338,0,183.483425,851.084383
937500.00,5,3.75,0,3,3,10,2004,0,-121.858,47.5364,391.12163,1356.290897,0.185806,391.12163,0,366.96685,1262.644673
610000.00,3,3,0,0,4,8,1976,0,-122.073,47.7591,230.39944,4208.691706,0.092903,150.50286,79.89658,117.05778,1309.9323
720000.00,3,1.5,0,2,3,8,1952,0,-122.386,47.5244,147.71577,657.75324,0.092903,121.70293,26.01284,193.23824,668.9016
610000.00,4,2,0,0,5,7,1919,0,-122.346,47.6515,197.88339,243.40586,0.1393545,153.28995,44.59344,123.56099,252.603257
434500.00,3,1.75,0,0,4,7,1967,0,-122.193,47.7335,153.28995,739.972395,0.092903,153.28995,0,144.92868,682.83705
602500.00,2,2.5,0,0,4,10,1979,0,-122.177,47.4291,287.07027,4370.528732,0.092903,209.03175,78.03852,172.79958,5837.002587
607010.00,4,2.5,0,0,3,8,2002,0,-122.269,47.5553,202.52854,371.612,0.185806,157.9351,44.59344,202.52854,371.612
610000.00,3,1,0,0,3,7,1947,0,-122.395,47.686,167.2254,534.19225,0.092903,96.61912,70.60628,122.63196,522.579375
828500.00,4,2.5,0,0,3,10,1983,0,-122.13,47.7582,345.59916,3251.605,0.185806,345.59916,0,345.59916,3251.605
199990.00,3,1,0,0,3,6,1961,0,-122.338,47.329,102.1933,795.24968,0.092903,102.1933,0,104.05136,786.88841
294000.00,3,1.75,0,0,3,7,1987,0,-122.049,47.3643,142.14159,869.757886,0.092903,142.14159,0,137.49644,754.836875
789500.00,4,2.5,0,0,3,9,2005,0,-122.08,47.6647,279.63803,566.7083,0.185806,279.63803,0,268.48967,480.865928
797000.00,3,3.5,0,0,3,10,2008,0,-121.972,47.5807,325.1605,880.070119,0.185806,325.1605,0,326.08953,727.709199
539950.00,5,3,0,0,3,7,2006,0,-121.888,47.5369,287.9993,487.74075,0.185806,287.9993,0,228.54138,487.74075
284950.00,4,1.5,0,0,4,7,1962,0,-122.311,47.3708,185.806,629.696534,0.092903,108.69651,77.10949,180.23182,699.652493
776500.00,4,1.5,0,0,3,7,1965,1987,-122.199,47.6888,212.74787,963.589916,0.092903,140.28353,72.46434,176.5157,753.350427
525000.00,4,2.5,0,0,3,7,1967,0,-122.24,47.7104,222.9672,935.53321,0.092903,140.28353,82.68367,188.59309,925.685492
303000.00,3,2.5,0,0,3,8,1999,0,-122.17,47.3311,171.87055,460.520171,0.185806,171.87055,0,222.9672,591.513401
722080.00,3,3.25,0,0,3,9,1988,0,-122.033,47.6272,341.88304,710.70795,0.185806,217.39302,124.49002,211.81884,791.069045
140000.00,3,1,0,0,3,7,1959,0,-122.309,47.3699,98.47718,694.264119,0.092903,98.47718,0,122.63196,735.048536
235000.00,3,1,0,0,3,7,1959,0,-122.309,47.3699,98.47718,694.264119,0.092903,98.47718,0,122.63196,735.048536
440000.00,3,1,0,0,3,7,1903,1973,-122.351,47.698,149.57383,510.9665,0.1393545,149.57383,0,111.4836,529.640003
605000.00,3,1.75,0,0,4,7,1940,0,-122.378,47.5765,216.46399,557.418,0.1393545,151.43189,65.0321,148.6448,371.612
380000.00,2,1,0,0,3,8,1950,0,-122.316,47.5625,112.41263,445.9344,0.092903,98.47718,13.93545,128.20614,445.9344
352000.00,4,1,0,0,3,7,1925,0,-122.35,47.5308,142.14159,825.90767,0.092903,91.04494,51.09665,102.1933,483.374309
420000.00,4,2.25,0,0,4,7,1979,0,-122.148,47.7559,210.88981,1114.836,0.092903,126.34808,84.54173,232.2575,940.17836
1175000.00,4,2,0,2,4,10,1930,0,-122.41,47.647,240.61877,670.75966,0.185806,240.61877,0,235.04459,592.72114
1375000.00,3,1.5,0,0,4,8,1953,0,-122.208,47.6194,171.87055,982.170516,0.092903,171.87055,0,281.49609,1184.699056
300000.00,3,1.5,0,0,4,6,1933,0,-122.318,47.495,139.3545,1370.31925,0.1393545,139.3545,0,117.98681,1402.8353
1150000.00,4,3.25,0,0,3,11,1990,0,-122.071,47.6624,440.36022,4560.701173,0.185806,440.36022,0,445.9344,3937.879461
453500.00,2,1.5,0,1,5,7,1951,0,-122.383,47.5286,158.86413,389.170667,0.092903,107.76748,51.09665,142.14159,521.000024
443500.00,3,2,0,0,4,8,1972,0,-122.363,47.7735,178.37376,705.876994,0.092903,178.37376,0,206.24466,705.876994
332000.00,2,1,0,0,3,7,1954,0,-122.325,47.737,106.83845,756.044614,0.092903,106.83845,0,120.7739,756.137517
655000.00,3,2.5,0,0,3,8,2004,0,-122.017,47.591,215.53496,438.595063,0.185806,215.53496,0,209.03175,404.685468
475000.00,4,1,0,0,3,7,1950,0,-122.302,47.6844,131.92226,557.418,0.1393545,131.92226,0,131.92226,574.14054
372500.00,3,1.75,0,0,3,7,1988,0,-121.752,47.4711,143.99965,1203.651268,0.092903,112.41263,31.58702,151.43189,1426.99008
1050000.00,4,2.5,0,3,3,8,1921,2006,-122.288,47.5947,271.27676,668.9016,0.092903,136.56741,134.70935,298.21863,634.062975
500000.00,3,1.75,0,0,5,7,1945,0,-122.285,47.6743,150.50286,390.1926,0.092903,77.10949,73.39337,146.78674,464.515
900000.00,6,2.75,0,0,4,9,1950,1985,-122.242,47.5833,213.6769,2301.486019,0.1393545,213.6769,0,252.69616,1090.68122
327500.00,3,1,0,0,3,7,1989,0,-122.288,47.5427,99.40621,663.32742,0.092903,99.40621,0,129.13517,220.551722
390000.00,3,1.75,0,0,3,7,1913,1995,-121.981,47.7429,166.29637,661.748069,0.092903,166.29637,0,154.21898,755.115584
451101.00,2,1.5,0,0,4,8,1985,0,-122.153,47.6214,140.28353,182.275686,0.185806,140.28353,0,140.28353,202.714346
455000.00,4,1,0,2,3,7,1914,0,-122.389,47.5658,124.49002,538.8374,0.1393545,124.49002,0,176.5157,538.8374
650000.00,4,2.5,0,0,3,10,2004,0,-122.025,47.3432,311.22505,4343.029444,0.185806,311.22505,0,311.22505,3686.669749
895000.00,3,2.5,0,0,4,10,1993,0,-122.311,47.6393,232.2575,719.626638,0.185806,177.44473,54.81277,230.39944,473.712397
800000.00,4,2.25,0,1,2,7,1952,0,-122.238,47.5743,218.32205,990.717592,0.092903,140.28353,78.03852,218.32205,942.03642
703770.00,4,2.25,0,0,3,9,1987,0,-122.109,47.5623,236.90265,1200.120954,0.185806,236.90265,0,236.90265,1025.277508
249950.00,3,1.75,0,0,4,7,1968,0,-122.216,47.2844,122.63196,971.207962,0.092903,122.63196,0,156.07704,946.031249
512000.00,2,2,0,0,4,6,1926,0,-122.298,47.6694,117.98681,360.556543,0.092903,56.67083,61.31598,127.27711,464.515
780000.00,5,2.5,0,0,4,8,1972,0,-122.063,47.4961,323.30244,6879.652956,0.092903,183.94794,139.3545,242.47683,6110.694825
336000.00,3,2.25,0,0,3,8,1986,0,-122.218,47.2621,261.98646,1079.997375,0.185806,261.98646,0,212.74787,788.560664
285000.00,3,2,0,0,5,6,1955,0,-122.26,47.504,196.02533,641.0307,0.1393545,113.34166,82.68367,125.41905,713.773749
229900.00,3,1.75,0,0,3,7,1981,0,-122.277,47.3717,102.1933,671.131272,0.092903,102.1933,0,157.9351,784.751641
667500.00,4,3,0,0,4,8,1931,0,-122.385,47.5718,178.37376,371.612,0.1393545,143.07062,35.30314,154.21898,371.612
378000.00,4,2.5,0,0,3,7,1978,0,-121.78,47.4491,175.58667,1136.761108,0.092903,114.27069,61.31598,129.13517,1055.37808
454000.00,3,2.5,0,0,3,8,1991,0,-121.708,47.46,235.04459,4062.926899,0.185806,142.14159,92.903,160.72219,4045.739844
537500.00,4,2.5,0,0,3,7,2005,0,-122.004,47.5928,236.90265,430.14089,0.185806,236.90265,0,236.90265,478.543353
425000.00,3,1,0,0,4,6,1926,0,-122.265,47.5387,143.99965,386.47648,0.1393545,143.99965,0,147.71577,464.515
290000.00,3,2,0,0,3,7,1998,0,-122.184,47.3836,163.50928,613.1598,0.092903,163.50928,0,240.61877,613.1598
349500.00,3,2,0,0,3,7,1963,0,-122.297,47.6099,117.98681,334.4508,0.092903,117.98681,0,154.21898,334.4508
370000.00,3,2.75,0,0,3,7,2006,0,-122.382,47.5554,116.12875,153.754465,0.185806,77.10949,39.01926,141.21256,278.801903
549500.00,3,1.75,0,0,4,8,1961,0,-122.281,47.703,150.50286,783.915514,0.092903,150.50286,0,189.52212,877.93335
245000.00,2,1,0,0,3,6,1942,0,-122.376,47.5165,65.96113,587.332766,0.092903,65.96113,0,68.74822,624.30816
208000.00,3,1.75,0,0,3,7,1994,0,-122.023,47.3134,99.40621,668.9016,0.092903,99.40621,0,137.49644,668.9016
248000.00,4,2.25,0,0,4,8,1966,0,-122.285,47.3627,215.53496,813.83028,0.092903,107.76748,107.76748,183.01891,807.32707
610000.00,4,3.25,0,0,5,9,1984,0,-122.087,47.351,506.32135,3442.799374,0.1393545,506.32135,0,260.1284,3318.123548
550000.00,4,2.5,0,0,3,8,1999,0,-122.33,47.7667,155.14801,475.291748,0.185806,155.14801,0,177.44473,669.83063
750000.00,3,2.75,0,2,3,10,2001,0,-121.721,47.4881,279.63803,19222.55973,0.185806,279.63803,0,146.78674,11211.06953
192000.00,2,1.75,0,0,3,6,1940,0,-122.229,47.4785,124.49002,685.62414,0.092903,124.49002,0,183.94794,891.8688
169317.00,2,1,0,2,3,7,1908,0,-122.301,47.6248,73.39337,371.612,0.092903,73.39337,0,157.9351,390.1926
1198000.00,4,3.5,0,0,3,10,2008,0,-122.302,47.6258,315.8702,357.67655,0.2322575,259.19937,56.67083,188.59309,371.612
880000.00,2,1,0,0,4,7,1923,0,-122.303,47.6325,142.14159,589.93405,0.1393545,142.14159,0,245.26392,589.93405
210000.00,1,1,0,0,3,6,1948,0,-122.333,47.7234,86.39979,662.305487,0.092903,86.39979,0,120.7739,750.191725
180500.00,3,1.5,0,0,3,7,1973,0,-122.184,47.4676,143.07062,910.4494,0.092903,93.83203,49.23859,148.6448,766.44975
540000.00,4,2,0,0,3,9,1984,0,-122.057,47.6471,184.87697,2701.433434,0.185806,184.87697,0,214.60593,2634.078759
520000.00,3,1.75,0,0,3,9,1984,0,-122.112,47.7455,213.6769,3318.680966,0.092903,213.6769,0,241.5478,3232.838594
177500.00,3,1.5,0,0,3,7,1968,0,-122.222,47.4904,113.34166,557.418,0.092903,113.34166,0,154.21898,557.418
415000.00,3,1.75,0,2,4,8,1956,0,-122.255,47.5119,221.10914,524.90195,0.092903,110.55457,110.55457,218.32205,608.886262
495000.00,4,2.5,0,0,5,7,1968,0,-122.201,47.7289,187.66406,668.9016,0.092903,93.83203,93.83203,150.50286,675.869325
325000.00,3,2.25,0,0,3,8,1966,0,-122.299,47.4838,175.58667,896.142338,0.092903,175.58667,0,146.78674,881.463664
440000.00,2,1.75,0,0,3,7,1985,0,-122.161,47.6819,123.56099,455.503409,0.092903,123.56099,0,136.56741,254.089705
411000.00,3,1.75,0,0,4,7,1959,0,-122.297,47.7626,138.42547,914.537132,0.092903,110.55457,27.8709,170.94152,942.96545
810000.00,5,3.5,0,0,3,9,1998,0,-122.269,47.5484,329.80565,891.8688,0.185806,236.90265,92.903,188.59309,891.8688
561750.00,5,1.75,0,2,4,7,1962,0,-122.118,47.588,189.52212,835.755388,0.092903,94.76106,94.76106,181.16085,768.30781
835100.00,4,2.5,0,0,4,9,1963,0,-122.176,47.5984,221.10914,1168.069419,0.092903,221.10914,0,269.4187,994.0621
450000.00,3,2.25,0,0,3,8,1985,0,-122.168,47.7286,165.36734,926.150007,0.092903,134.70935,30.65799,181.16085,740.808522
238000.00,3,2.5,0,0,3,7,2004,0,-122.196,47.4328,153.28995,260.778721,0.185806,153.28995,0,135.63838,174.193125
299000.00,3,1,0,0,3,7,1974,0,-122.287,47.3192,140.28353,13266.82711,0.092903,140.28353,0,123.56099,4330.115927
570000.00,2,1,0,0,4,7,1941,0,-122.403,47.6446,102.1933,579.71472,0.092903,102.1933,0,116.12875,579.71472
340000.00,3,1.75,0,0,4,8,1978,0,-122.154,47.3845,203.45757,1172.993278,0.185806,203.45757,0,288.92833,1355.640576
450000.00,2,1.75,0,0,3,6,1912,0,-122.393,47.5803,163.50928,211.354325,0.1393545,96.61912,66.89016,128.20614,348.38625
272750.00,4,1.5,0,0,3,7,1966,0,-122.345,47.4982,167.2254,816.245758,0.092903,123.56099,43.66441,165.36734,804.911592
520000.00,4,2,0,0,4,6,1949,0,-122.303,47.6956,185.806,592.72114,0.185806,172.79958,13.00642,148.6448,592.72114
284950.00,3,1,0,0,5,7,1960,0,-122.133,47.4887,91.97397,996.198869,0.092903,91.97397,0,135.63838,996.198869
255000.00,2,1.5,0,0,3,7,1949,0,-122.289,47.4577,137.49644,897.44298,0.092903,137.49644,0,184.87697,897.44298
231500.00,2,1,0,0,5,7,1941,0,-122.299,47.4832,111.4836,881.463664,0.092903,111.4836,0,111.4836,881.463664
415000.00,1,2,0,2,3,8,1979,0,-121.945,47.6331,278.709,19020.217,0.2322575,278.709,0,216.46399,19789.08222
330000.00,4,2.5,0,0,3,7,2006,0,-122.285,47.3012,325.532112,557.418,0.185806,325.532112,0,259.19937,485.975593
365000.00,3,1.5,0,0,3,7,1963,0,-122.243,47.737,120.7739,1137.13272,0.092903,120.7739,0,189.52212,866.413378
425000.00,4,2,0,0,3,7,1928,2004,-122.319,47.401,123.56099,853.592764,0.1393545,123.56099,0,164.43831,967.956357
400000.00,4,1.75,0,0,4,7,1958,0,-122.313,47.5525,171.87055,602.01144,0.092903,104.05136,67.81919,149.57383,468.23112
335000.00,4,2.5,0,0,3,9,1989,0,-122.392,47.3086,208.10272,901.252003,0.185806,208.10272,0,208.10272,874.21723
342000.00,3,3,0,0,3,7,2003,0,-122.296,47.5943,117.05778,116.221653,0.185806,96.61912,20.43866,165.36734,716.746645
490000.00,8,5,0,0,3,8,1997,0,-122.303,47.6086,260.1284,239.68974,0.185806,174.65764,85.47076,167.2254,239.68974
331500.00,4,1.75,0,0,4,7,1969,0,-122.148,47.4757,169.08346,1330.278057,0.092903,169.08346,0,133.78032,930.702254
960000.00,3,2.5,1,4,3,8,1996,0,-122.084,47.645,160.72219,381.088106,0.278709,160.72219,0,217.39302,1578.793582
720500.00,4,2.5,0,0,4,9,1985,0,-122.036,47.6506,311.22505,3279.290094,0.185806,311.22505,0,243.40586,3307.718412
830000.00,3,2.5,0,2,4,8,1912,2001,-122.38,47.5442,313.08311,608.51465,0.185806,263.84452,49.23859,139.3545,608.51465
662990.00,3,1.75,0,0,5,7,1926,0,-122.405,47.5797,115.19972,334.4508,0.1393545,115.19972,0,154.21898,334.4508
220000.00,4,2,0,0,4,6,1959,0,-122.178,47.3578,217.39302,976.131821,0.1393545,217.39302,0,91.97397,976.131821
349950.00,5,2,0,0,3,7,1952,2000,-122.283,47.5536,174.65764,388.241637,0.092903,87.32882,87.32882,125.41905,478.45045
550000.00,3,2,0,0,3,7,1922,0,-122.345,47.6273,168.15443,200.577577,0.092903,93.83203,74.3224,168.15443,200.577577
396000.00,3,1.75,0,0,4,6,1941,0,-122.364,47.5588,217.39302,526.574204,0.092903,111.4836,105.90942,79.89658,445.9344
