durasi;REV_VOICE;Rasio.on.net;REV_SMS;REV_DATA
775.6666667;267433;0.965675946;46508.33333;620
65.33333333;40876;1;4216.666667;6380.666667
44;14315;0.938282648;1100;34368
0;3086;1;37833.33333;163
143.3333333;79561.33333;0.923450224;4191.666667;180
302.3333333;98076;1;5266.666667;24908.33333
68.66666667;76546;0.985145573;5766.666667;8506
1031.333333;10189;0.9913127;17500;101289.3333
256;47962.33333;0.887939221;4466.666667;58717
2;6084;0.833333333;5883.333333;61668.33333
46.33333333;6215.666667;1;44258.33333;116246.6667
2;1276;1;19785.33333;51408.5
53;35336.66667;0.821428571;32575;5805
142;45613.66667;0.917288267;13141.66667;143035.6667
254;40602;0.965229446;37325;53395.33333
131;93972.66667;0.759555892;10869;5280
3.666666667;10840;0.611992945;46933.33333;60
543.3333333;92455.33333;0.984455128;7758.333333;5140
64.66666667;34460.66667;1;12725;51534.33333
13.66666667;21632.33333;0.897869441;7183.333333;49598.33333
9.666666667;30284.66667;0.753198653;68216.66667;6773
141.6666667;74445.66667;0.994350283;7566.666667;300
10.66666667;4177.333333;1;7037.333333;108670.6667
1103;48177.33333;1;16158.33333;339
208.3333333;128038.6667;0.877092963;39475;65017
16.33333333;21272;0.773148148;12645.33333;125518.6667
151;125903.6667;0.527845636;69116.66667;120
135;25955.33333;1;14475;159773.3333
51;61231.33333;0.841363636;2258.333333;108148.3333
603.3333333;60132;1;4366.666667;14471
673;91859.33333;1;21208.33333;29500
4.333333333;12286.33333;0.948412698;46041.66667;25001
16.66666667;21178.33333;0.768927015;7266.666667;89320.5
1.333333333;4766.333333;0.522727273;2241.666667;132949.6667
7.333333333;6090.333333;0.833333333;12675.66667;69584
351.6666667;64943.33333;0.691916903;7369.333333;14660
496;36263.66667;0.992248062;34166.66667;31667.66667
559.6666667;66923.66667;0.766713292;92616.66667;20000
190;27754;1;10425;56501
15.33333333;7811.666667;0.916666667;1768;186440
3.5;2461;1;1375;172742
56.66666667;81135;0.451404655;60808.33333;70005
194.6666667;77976.66667;0.972222222;16641.66667;1540
3;7769.333333;0.722222222;3591.666667;132991.3333
0.333333333;1754;0.888888889;6708.333333;127170.6667
14.33333333;16208.33333;0.966666667;8541.666667;42076
114;126662;0.539329806;1800;84115.66667
805;66142;0.933779368;17941.66667;27291.33333
338.6666667;116598.3333;0.992519158;17041.66667;38461
461.6666667;409818.3333;0.892137004;18566.66667;455899
131.6666667;80842.33333;0.900358423;3058.333333;180
23.33333333;75404;0.64075331;62783.33333;120
5.666666667;13504;0.948717949;1933.333333;93784.33333
281;35331.66667;0.988689391;29108.33333;41166.66667
60.33333333;137876;0.650757576;2266.666667;103841.6667
277;90809.33333;0.953263034;27842.66667;8250
276.6666667;93792.33333;0.889084738;14116.66667;10330.66667
167;75466.66667;0.707602339;5282.666667;9473
762.3333333;633518;0.724113729;15658.33333;85023.66667
108;60159.66667;0.979944054;40900;22713
10.33333333;12293;0.891666667;5533.333333;94836.66667
26.66666667;45952.66667;0.76518628;80416.66667;14539
8.333333333;18847.33333;0.885470086;13425;66085
67;24529.66667;0.948717949;7800;90995.66667
422.3333333;162350.3333;0.953703704;22516.66667;50001
546.6666667;40123;0.988206915;26898.33333;27276
93.66666667;187724;0.941006613;17400;91.5
869.6666667;51453.66667;0.989736179;10712.33333;66326.66667
11;14532;0.444444444;137.5;128733.3333
230.3333333;56248.66667;0.990478693;52275;50451
54.66666667;31875.66667;0.657003887;562.5;105
54.66666667;83525.33333;0.971666667;11075;156335.3333
22.33333333;29637;0.698032961;14683.33333;389754.3333
1151.666667;693269.6667;0.606463924;31241.66667;2460
728;129169.3333;0.934269292;66808.33333;33903.66667
296.6666667;140052;0.993548387;16316.66667;780
17.66666667;8162;1;2000;136779.6667
63.33333333;60820.33333;1;2133.333333;149719.6667
237;144534;0.974518621;575;90
204.3333333;113747.6667;0.900629042;50875;86844.66667
1432.666667;253294.6667;1;35433.33333;95820
20;19630.66667;0.9;11575;52144.33333
0;5576.5;1;4275;200438.6667
2.666666667;10720;0.548148148;7400;67966.66667
218.6666667;35133;0.97987988;3116.666667;75158.66667
997.6666667;100183.6667;0.997652582;23875;31259.66667
185;57435.66667;1;3258.333333;16864
275.3333333;60972;0.965988847;833.3333333;660051.6667
11.5;9030.5;0.678571429;3362.5;145092.5
250.3333333;81445.66667;0.952706553;30108.33333;157741.6667
3.333333333;6749.666667;0.933333333;3900;158728
9.666666667;12520;0.486666667;6488.666667;190653.6667
0;2112;0;275;189204.6667
13.33333333;27734.66667;0.913741135;2141.666667;61044
3206;85408.66667;0.988151708;1066.666667;2276
97.33333333;18642.66667;1;8100;49612
0;307;1;1827.666667;78631.33333
35.66666667;91859.33333;0.675515735;41825;60
117;208788;0.729972474;7466.666667;168316
53;70341.33333;0.539909297;7766.666667;60
127.6666667;18891;0.990196078;1237.5;141314
115.6666667;18845.33333;1;3883.333333;93785.33333
42;21692;0.894258373;3983.333333;77617.33333
3;13029.33333;0.705128205;39675;37846.66667
20.33333333;28871.66667;0.875478927;34266.66667;86050.66667
0.5;1848;1;825;46666.66667
437;181305.6667;0.964800864;26591.66667;60
313.3333333;29367.66667;0.985789872;13625;16530.66667
366.6666667;52417;1;33903.66667;35066
146;28538;0.965116279;17283.33333;545
481.6666667;186346.3333;0.993617765;17450;8990
88.33333333;67593;0.985;5341.666667;120
404.6666667;82805.66667;1;56091.66667;1425
643.6666667;61447.33333;1;11825;3262.5
263.6666667;110861.6667;1;41183.33333;2970
382.3333333;88266.33333;0.866414356;105541.6667;13690.33333
9;28650.66667;0.929292929;49866.66667;42020.33333
120.3333333;10456.66667;1;33000;35669.33333
645;73293;0.996124031;49641.66667;102
129.6666667;339695.3333;0.516160761;36175;139575.3333
10.33333333;13642;1;57108.33333;11110.5
11.5;13570.5;1;79100;2160
110.6666667;26306.33333;0.995983936;21933.33333;3493.666667
5.333333333;17218;0.978174603;2575;813718.6667
20.33333333;37721.66667;0.615131579;2400;294778
829;93418;0.982523015;500;60
226;94764.33333;0.867858244;36433.33333;23438.66667
37;40568.66667;0.52630538;48977.66667;7530
113.3333333;133521;0.914814815;24100;176907.6667
1.333333333;3441.666667;0.25;6650;75330
765;62400.33333;0.997416021;19225;60
12;5448;1;1350;129973.3333
1;4578;0.857142857;1950;57824.33333
113.3333333;83856;0.918748463;7112.5;3180
74.33333333;35032.66667;1;31891.66667;11096.33333
24;7727.333333;0.842592593;825;32500
229.5;22841;1;8619;54940.66667
2494.333333;125676.3333;1;22983.33333;47122.5
143.3333333;109117.6667;0.879281578;13591.66667;120
670;114718.6667;0.94570987;6391.666667;210
719;79417;0.973180815;5650;11320.5
49.33333333;42767.66667;0.468109083;47558;63241.66667
115;12163;1;8200;50000
24.66666667;7558;0.88961039;10475;33822.66667
198;114672.3333;0.995670996;1758.333333;436
114.6666667;152631;0.648978458;5750;31273
492.6666667;74676.33333;0.935130046;18016.66667;15216
12;19608.33333;0.909090909;74733.33333;113490.3333
406.6666667;113138;0.980387815;11450;17389.33333
275;45535.66667;0.792877493;30525.66667;70593
17.33333333;36984.33333;0.584037435;841.6666667;123000
136.6666667;150298;0.846596991;39150;9180
308.3333333;21159.66667;1;23600;3748
0;483;1;4125;142400.6667
16.66666667;11564.33333;1;35385;900
66.33333333;84665.66667;0.692536305;725;30121
744.3333333;77116;0.976269621;7716.666667;132138
31;34520;0.613425926;5683.333333;65265.66667
636;103952.3333;1;10541.66667;14785
31.66666667;58156.66667;0.917417417;750;247.6666667
366;519725.6667;0.792817204;18458.33333;289224
4.5;10678;0.966666667;12137.5;103994.5
277;81058.66667;0.985185185;52491.66667;66581.5
79.66666667;68007.33333;0.449803721;42441.66667;4620
48.5;9500.5;1;1025;107702
138;90177;0.900549399;14363;18000
0.666666667;2523.666667;1;2516.666667;83024
61.66666667;73788;0.675568551;600;75000
86.66666667;73910;0.996254682;4841.666667;241.6666667
696;158484.3333;0.8587299;19691.66667;339493.3333
93;67842.66667;0.670848069;21516.66667;191619
264.3333333;35275.33333;0.965800752;825;28159.5
144;44277;1;3858.333333;394
1827.666667;92745.33333;0.99582942;6091.666667;34302.33333
1;2534;1;975;73519.33333
60.66666667;66973.33333;0.974470335;6050;593
721.3333333;275648;0.976516444;26075;261540.6667
14;24471.33333;0.727536232;1683.333333;67668
1.5;9109.5;0.375;7158.333333;120040
449.6666667;82149.33333;0.781308836;15800;99031
317;73652.66667;0.92215256;2475;112913
373.3333333;85442.33333;0.961698562;63816.66667;108771
522;121133.3333;1;275;35500
58.66666667;45595;0.980899982;27641.66667;44959.33333
7;16952.66667;0.607954546;10158.33333;123164
516;5469.333333;1;43108.33333;112000
21.66666667;40537.33333;0.948821549;18975;60
726;191540.6667;0.745417779;12600;27090
32;13036.33333;1;4000;80103.66667
235;23156;0.947368421;16650;87690.5
96.33333333;124467;0.751469688;57133.33333;14180
37;24211.33333;0.933333333;275;128585.3333
49.33333333;40511;0.850931677;9233.333333;37500.5
610;40498.66667;1;33336.66667;496.6666667
32;21782.66667;0.321773772;6727.333333;461295.6667
63.66666667;24356;0.893997446;34225;66669
3.333333333;7865.666667;0.772727273;10358.33333;90222
61;88461.66667;1;2083.333333;90
2551.666667;199305;0.975484977;19541.66667;30
1089.333333;106404.6667;0.960752775;7491.666667;120
240.3333333;78707;0.968852894;36983.33333;47218.5
568.3333333;189094.6667;0.957182737;45325;91668.66667
51;145294.3333;0.799174407;4908.333333;49193.33333
6.333333333;18425.66667;0.979166667;1400;51432.33333
0;4482;1;7466.666667;140546.6667
1009;47955.33333;0.969450692;22875;52916.66667
1237.666667;56679;1;88858.33333;2280
0.666666667;2552;0.916666667;191.6666667;182716.3333
233.6666667;77075.33333;0.989342902;18766.66667;2807.333333
0;449;1;9438;176666.6667
1034.666667;72118;0.911780445;11150;300
27;27613;0.865159194;283.3333333;24800
288.6666667;68257.33333;0.869143928;23241.66667;10800
39.66666667;54544.33333;0.959259259;6566.666667;92666.66667
131.6666667;42061;0.779356509;32808.33333;90
31;4774;1;54686;27535.33333
582;272188.6667;0.971424799;825;1680
168;227929.3333;0.853348898;29633.33333;81131.33333
334;139516;0.988618524;31575;25000.5
7.333333333;21763.66667;0.54691358;3008.333333;130216
55;48959;0.800530191;2041.666667;1116
25;79488.66667;0.704370342;12050;60
1776.666667;176861.3333;0.983247638;54258.33333;1346.333333
58.66666667;58924.33333;1;275;1860
218.6666667;89948.66667;0.981095445;18600;13466.66667
126.6666667;35697;0.93380117;6016.666667;64158.5
2.333333333;10974;0.781818182;550;123690
38;64349.33333;0.585764083;13475;77246.66667
125;89256.66667;1;29858.33333;8723
81;99884.33333;0.916099883;43491.66667;8887
8;27995;0.471583653;8141.666667;262780.6667
133.6666667;104020.3333;1;1400;120
61.66666667;25738.66667;0.903529213;4176.333333;77863.33333
204;31365.33333;0.822055138;4916.666667;109000
168;54495;0.99796748;2316.666667;290940.3333
114.6666667;84305;0.897113997;9858.333333;242854.3333
245.3333333;29700;1;69408.33333;73450
75;48713;0.984126984;6833.333333;120
35;33221.66667;0.794894212;3291.666667;74291
52;140797;0.77042237;10841.66667;50001
146.6666667;175389;0.580470689;8658.333333;126574.6667
3.333333333;19161.66667;0.941102757;11700;84853.33333
314.6666667;129065.6667;0.969772689;6375;120
176;50637;1;52991.66667;30383
38.33333333;75046.66667;0.690627362;50766.66667;123061.6667
11.33333333;23384;0.867266128;86533.33333;3500
320.6666667;13882;0.93044733;6075;178995
686.6666667;39024.33333;1;15183.33333;27501
61.33333333;38481;0.926900585;26441.66667;82940
38.33333333;25255;1;12325;51684
156.6666667;107266.6667;0.986202599;26624.66667;60
160;86972.33333;0.940994917;7491.666667;499263
6;5860;0.952380952;22858.33333;150850.3333
1482.333333;217099.3333;0.991602613;49183.33333;48380.33333
103;38180.33333;0.991452992;13191.66667;597
1297;60189.66667;0.99796748;20116.66667;47255
34.66666667;99495;0.830752825;12016.66667;2280
55;15464.33333;0.996415771;10100;50733
34;5600;1;2175;86234.66667
19;21883;0.805481613;7516.666667;71937.66667
129.3333333;24146.33333;0.992337165;29979.33333;139786.6667
233.3333333;61912.33333;0.76990232;73300;177111
758;56317.33333;0.995490815;25475;23568.33333
0;871;0.666666667;275;133892.3333
8;10768;0.675;1675;91972.33333
61.33333333;80396.66667;0.82093838;1537.5;240
133;3864;1;10848.66667;81884.33333
89.33333333;151712.3333;0.954468599;41425;5640
8402.666667;98191.33333;1;8085;10000
50;51473.33333;0.935185185;31391.66667;10304
788.6666667;83405.66667;0.992457044;4508.333333;60
565.3333333;62588;1;1899;193431.3333
73.66666667;89155.33333;0.765464561;34016.66667;39936.33333
329;95613.33333;0.756611308;6425;2687.333333
6.333333333;10716.33333;0.884920635;562.5;116510.3333
475.6666667;100404;0.991339319;16058.33333;3459.666667
14;45115.33333;0.965277778;17775;42333.33333
572.6666667;236724;0.938893073;2949.333333;2160
339;320579;0.92586927;6508.333333;240
1607.333333;93205.66667;0.983024691;8250;480
898;148030.3333;0.987542549;39622;121166.6667
1953;247357;0.981788511;13225;23410
51.33333333;39038.66667;0.565025253;3358.333333;384629.3333
9.666666667;16844;1;34600;120793.3333
37.33333333;53981.33333;0.657575758;17000;416674
66.33333333;64433.66667;0.772540655;412.5;77795
73;79029.33333;0.991919192;1950;5001
83.66666667;119176.6667;0.866256749;18933.33333;60
18;60179.33333;0.811011058;21483.33333;106256
50;19468;1;300;53413.33333
6.666666667;26383.66667;0.600858147;4125;172373.3333
25.66666667;12220.66667;1;5566.666667;41666.66667
47;32189.66667;1;67775;163723.6667
442.3333333;229964.6667;0.926011841;76808.33333;100140
49.33333333;44876;0.909393939;7600;41877.5
3.333333333;28108;0.141925466;10941.66667;88133.33333
65.66666667;134441;0.691326621;10816.66667;120
183;14430.66667;1;29008.33333;10080
112.3333333;48080.66667;0.829358771;12616.66667;122808
4;10271;1;54616.66667;58609
134.6666667;31586;1;10708.33333;6934
987;60951.33333;0.987679253;17850.66667;217233.3333
5.333333333;25482;0.65696649;58291.66667;64660
49.66666667;28942;0.78021978;37216.66667;55409.66667
174.3333333;32763.33333;1;75558.33333;77504
129;8239;1;4050;46540
0;1198;0;1800;60616
58.33333333;65037.33333;0.721589432;40950;880
523.3333333;52963.66667;0.972777992;14808.33333;5287
169.6666667;15893.66667;1;8710.666667;39234
85.33333333;25074.33333;1;3691.666667;34115.33333
4.666666667;11076;0.918803419;11800;109260
133.6666667;114488.3333;0.965335547;5858.333333;173812
1531;172672;0.998137803;2216.666667;120
20.33333333;37339;0.934370883;18866.66667;118317
90.66666667;84864.33333;1;11050;33438.33333
398;36527;1;2258.333333;86353.33333
282.3333333;73562;0.686728146;19391.66667;80000
1086.666667;61085.66667;0.992753623;3283.333333;75342
1043.333333;64042.66667;1;4808.333333;16027.66667
77.66666667;95725.66667;0.739168078;19308.33333;115617.3333
22;12481;1;20016.66667;29463.33333
1052;37445.33333;0.99847793;47008.33333;60
986.3333333;156739;0.97464013;58616.66667;4927
2102.333333;101427.3333;0.9918036;35200;4380
276.3333333;68207.33333;0.885855379;16330.66667;10105
492;240609.3333;0.914937343;4891.666667;581185.3333
289;235834.6667;0.965444795;40950;20230
93.66666667;28184.33333;0.948412698;10116.66667;132291.3333
144;158502.3333;0.885742706;28466.66667;210
948.3333333;88733.33333;0.976644368;17475;11355
0.5;7710;0.9;975;85293.33333
54;78455.33333;0.874483672;9175;28410
884.3333333;92089.33333;0.994043835;13133.33333;840
139.3333333;25829;1;12892;42602.33333
2146.666667;108105.3333;0.999206349;12616.66667;10
1432.333333;220674;0.984376798;52433.33333;169546
0;2074.5;1;550;92000.66667
147.6666667;196572.6667;1;1875;60
0;342;1;4125;57600.66667
30;38583.33333;0.602865389;33975;73333.33333
56;103664;0.657926734;56816.66667;1025514
10.66666667;31371.33333;0.916666667;5216.666667;163283.3333
71.33333333;176103;0.433673835;41483.33333;68585.5
430.6666667;60700.66667;0.981818182;9191.666667;460
602.3333333;156059.6667;0.884047619;42791.66667;2400
72.33333333;45896;1;23600;55745.66667
143;143124.3333;0.867979839;14183.33333;39782
567;102919.6667;0.954393363;14308.33333;60
143.6666667;17404;1;12608.33333;18810.66667
34;57912.66667;0.993333333;1150;750
1637;67544.33333;0.980425468;52383.33333;159483.3333
287;77247.33333;0.982683983;4641.666667;60
2332;148807.6667;0.999106345;5958.333333;1125.666667
12.66666667;9501.333333;0.486928105;35450;252.3333333
169.6666667;89774.66667;0.984800917;53583.33333;335428.6667
0.5;766;0.5;2318.333333;65833.33333
19.66666667;31899;0.672624799;2516.666667;131158.6667
1043;71590.33333;0.995323359;600;120
32;64995.33333;0.895611422;8350;8386.666667
39;59242;1;9466.666667;90536
1368;278870.3333;0.966753156;19533.33333;100291
101;39667.33333;0.992248062;39725;13361
449.3333333;145132;0.990521327;8350;124269.3333
7;6461.333333;0.711111111;45775;150
1.5;3352;0.633333333;1700;60721.66667
793.3333333;107556.6667;0.982858897;4375;105650.6667
7.333333333;26044;0.9;21866.66667;74014.33333
0;1344;1;2066.666667;43000
1721.666667;213575.6667;0.993634259;41658.33333;9101.5
89;43614.66667;0.462597466;5657.666667;137514.3333
241.6666667;165640.3333;0.877480159;22416.66667;120
68.33333333;86856.33333;1;2050;150
171;117021.6667;0.964624829;51350;140
200.6666667;73976.66667;0.874120453;61858.33333;184208.3333
0.5;316.5;1;79206.33333;4510
15.33333333;11865.66667;0.842592593;5641.666667;79766.66667
21;18874.66667;0.9;2066.666667;55000
1239.333333;132914.3333;0.991874755;1237.5;23700.33333
291.6666667;19129;0.894444444;6400;116668
514.3333333;59448.33333;1;851;121.3333333
17;4498;0.900793651;9245;70129.33333
150;91416.66667;1;7658.333333;11900
1.666666667;6755.333333;0.9375;566.6666667;42173.33333
64;38584.33333;0.56768018;4200;40234.33333
14.66666667;15254.66667;0.633529412;5858.333333;74799
1439.333333;183915.3333;0.993424225;33708.33333;3412.5
0;3950.666667;0.791666667;6408.333333;164814.6667
23.66666667;10908.33333;0.993055556;2458.333333;77605
113.3333333;67255;0.736324786;12608.33333;15893.5
5.666666667;17480.66667;0.437373737;56704.66667;34576
440.6666667;126835;0.987095693;6083.333333;72980
729.6666667;91971;0.912573519;10066.66667;780
187;421593.6667;0.468792597;48050;94053
317.6666667;27333;1;3191.666667;30000
29.66666667;64212.66667;0.993710692;18183.33333;180
94.66666667;121055;0.987657658;30941.66667;660
3;5555;0;975;23560
370;311172.6667;0.986231157;26208.33333;211845
254;136774.6667;0.823148481;9451;6270
70.33333333;19857.66667;1;18483.33333;45
200.6666667;96440;0.945249597;19291.66667;297359.6667
657.3333333;197081.6667;0.981156405;5391.666667;11220
86.33333333;26075.66667;0.992424242;2516.666667;62446
186.6666667;159569.3333;0.946569836;40875;295013.3333
62.33333333;46580.33333;0.962291454;57066.66667;300
544.6666667;51665;0.998027613;63783.33333;3163.333333
46.33333333;72091.33333;1;18766.66667;56022
27;21534.33333;0.920595534;4025;125000
44.33333333;42464;0.951086957;1408.333333;25733.66667
2827.666667;135154;1;7275;60
221.6666667;96737.33333;0.99537037;52358.33333;2750
88;83081.33333;0.954108584;45983.33333;17180
105.6666667;10798.33333;1;15975;44107.33333
208.6666667;142220.3333;0.970810862;65200;5160
332.6666667;483487;1;63783.33333;77501
53;33104.66667;0.976780863;13391.66667;60
1878.333333;105578.6667;1;1316.666667;120
13.5;23212;0.75;16891.66667;34617.66667
348.3333333;146850.6667;0.81198688;48425;92739.33333
87.66666667;33656.33333;0.569535222;8066.666667;24271.5
66.33333333;95432;0.973671063;20558.33333;45000
94.33333333;8552;1;28773.66667;23536.66667
55;31108;0.876677047;1075;22155
48.66666667;58670.33333;0.931024531;22208.33333;381031
1034.333333;18681.33333;1;4339.333333;90296.66667
51.66666667;51513.66667;0.883753501;9458.333333;21201.66667
1467.666667;87690.66667;0.996249285;5183.333333;111000
75;95236.33333;0.617647059;15016.66667;135416
68.66666667;49160;0.828571429;32125;22480
0;4716;1;7050;241082
5.666666667;10730.66667;0.506349206;12750;65000
570.5;38395.5;1;36850;320
1029.666667;68321.66667;0.997752248;8225;266.6666667
39;54905;0.715099939;7883.333333;134198.6667
310.6666667;66475.66667;0.994949495;17550;120
433;191369.6667;0.932469655;2625;175833.3333
355.3333333;192600.6667;0.898237987;72100;2280
158;23420.33333;1;4591.666667;63442.66667
100.3333333;42531.66667;0.914285714;15816.66667;12615
486;82255;0.988646023;33658.33333;18322.33333
525.3333333;246537;0.98306283;25291.66667;90893.33333
7;24968;0.980952381;27141.66667;22000
43;41146.33333;0.938562092;4608.333333;121367
50.33333333;31052.66667;0.972222222;22825;9633.333333
100.3333333;25517.66667;0.96031746;8158.333333;3240
5.333333333;12924.66667;0.837037037;3733.333333;94472
52;39512.33333;0.960173314;3158.333333;36926.66667
786.3333333;70805.66667;0.98989899;7300;450
0;145;1;2575;106405.3333
204.6666667;283953.3333;0.629196415;49341.66667;180
22.66666667;24572.33333;0.971428571;81766.66667;52060
633;64341;0.960062342;3066.666667;60
41.33333333;44087.33333;0.817489178;5741.666667;76667.33333
4.666666667;28538;0.986111111;6250;35130
4.5;9656.5;1;2650;31352.33333
202.3333333;63510;1;9908.333333;86040
24.66666667;13954;1;15600;71788.66667
283;86248.33333;0.97483162;29216.66667;21667.33333
547.6666667;73434;0.953270389;13791.66667;4220
7.333333333;3888;0.733333333;4441.666667;97221
83.66666667;79591.33333;0.73128655;7058.333333;25000.5
599.6666667;9507.666667;0.990953597;5141.666667;58774
232.5;41613.5;0.993589744;12407.5;8218.333333
228.6666667;217819.3333;0.589983498;10708.33333;128380
296.3333333;45280.66667;1;17616.66667;5000
253.6666667;121622;0.998054706;2350;60
5.333333333;32455.66667;0.469259907;8550;92700.33333
34;61592.33333;0.995238095;85191.66667;46644
1512.333333;63343;1;27641.66667;10893.5
239.3333333;136603;0.922795597;8416.666667;1778
21.33333333;43277.66667;0.798611111;8683.333333;37148.66667
46.33333333;63601.66667;0.814574315;4683.333333;79212.33333
186;106016.3333;1;5325;35
40.66666667;22566.66667;0.824074074;2433.333333;60000
276.3333333;76638.33333;0.942697769;10675;38548.5
76.66666667;93977.33333;0.955632383;19400;102960
134.3333333;28251.66667;0.996563574;2775;7967.333333
9.666666667;31411;0.368347339;2041.666667;153345.3333
431.6666667;83768;1;17983.33333;22200
147.6666667;83329.33333;1;9966.666667;210
668.6666667;662711.3333;0.994011976;30950;62501
25;39583.66667;0.261559696;1312.5;169363.3333
46;37807.66667;0.941031746;9666.666667;23539
33.5;82913;0.755813954;4700;25506.5
2.666666667;12877.66667;0.254166667;6616.666667;72750
625.6666667;60673;1;14208.33333;124821.6667
7;18497.5;1;6737.5;30002
821;76868.66667;1;32258.33333;39357
26.66666667;31746;0.792780749;437.5;56121.33333
868.3333333;195888.6667;1;22633.33333;173138
328.3333333;185969;0.643614848;3291.666667;34060
242.6666667;187968.3333;0.787545932;7816.666667;492548.3333
87.66666667;34047.66667;1;4498;167517.6667
0;181.6666667;1;2983.333333;71755.33333
956.3333333;46260;1;18133.33333;14176.66667
34;64058.33333;0.588637506;8366.666667;132562.6667
72;11933.33333;1;7316.666667;88914
39.5;14269;1;14016.66667;58335.66667
130.6666667;22506;1;4825;75702.33333
6.333333333;15246.33333;0.85564589;3616.666667;143200.6667
141.6666667;46266.33333;0.944916195;32650;90
738.3333333;47896;0.997289973;8758.333333;99104.33333
1282.666667;78650.33333;1;99066.66667;25060.66667
151.6666667;113484;0.884306165;20650;90
80.66666667;37997.66667;1;24750;25106.5
74;50480;0.677785446;18150;141644.6667
1.666666667;6359.666667;0.897435897;29166.66667;36206.66667
68.66666667;43641.33333;1;3000;45100
168;170060.3333;0.74635728;25491.66667;120
52.66666667;19312.66667;1;3483.333333;51915
836.3333333;225045.6667;0.983786047;23516.66667;900
92.33333333;67451.66667;0.705616606;7333.333333;50000
145.6666667;51530.66667;0.978070175;25183.33333;102666.6667
26.66666667;19581.33333;0.841666667;13775;24475.33333
365.3333333;176599.6667;0.91955074;67141.66667;138.5
330.6666667;69784;0.855198572;5000;10000
190.6666667;66900;0.909173294;5375;46309.33333
209.3333333;321872.3333;0.515082097;17591.66667;116680
23.5;16126.5;0.809941521;1641;46251.66667
59.33333333;30522;0.4583878;8808.333333;94002.66667
1213;28286.66667;1;26483.33333;63333.33333
2087.666667;133370.3333;1;12141.66667;4380
0.333333333;2708.333333;1;24433.33333;113896
485;86504;0.942335541;5881.666667;30272.33333
28;6592.666667;1;1211.666667;89259.33333
1.333333333;6218.333333;0.851851852;3975;134482.5
410.6666667;81550.66667;0.96821441;41133.33333;60
0;2302;0.75;325;315777
500.3333333;65901;1;28541.66667;89333.33333
412;56352.33333;0.992248062;5562.333333;100001
2865;69008.33333;0.991064806;5633;96
573.6666667;71940.66667;0.820094217;26891.66667;10222
285.3333333;142434.3333;0.950931652;2141.666667;100001
404.6666667;128928.3333;1;73458.33333;4004
1205.333333;378720.3333;0.950655995;11725;111736
197.6666667;97429.66667;1;21004.33333;74288
172.3333333;83315.66667;0.971237018;17750;1320
198.6666667;103041;0.967154816;44675;182339.3333
459;110799.6667;0.969363632;6183.333333;60
8.666666667;8135.666667;0.763888889;22108.33333;69881.33333
1;1238.666667;1;9958.333333;96346
55.33333333;41157.33333;0.958609553;22408.33333;53228.66667
323;20494.33333;1;9732.666667;50782.66667
145.6666667;50167.66667;0.906135987;18483.33333;4160
452.3333333;59373.33333;0.980716253;18418.66667;13468.5
107;65748.66667;0.847550222;14775;247842.3333
148;142604;0.795387723;16166.66667;444543.6667
993;39366;1;1883.333333;24968.66667
147.6666667;3445.333333;0.9375;1670.333333;103240.3333
476.3333333;31785;0.995238095;11408.33333;6150
118;64305;0.993333333;12633.33333;4460
5;3658.5;1;9508.333333;52736.33333
18;28196.33333;0.990476191;35925;36494.66667
31.66666667;22485;0.835254909;7897.666667;82232.33333
65;56543.66667;0.913949169;5000;114190
70.66666667;60139;0.812179487;14958.33333;53015
119.6666667;67855.33333;0.94414908;1208.333333;27704
327.3333333;160280.6667;0.997652582;48108.33333;3840
122;66164.66667;1;1225;60
5;2897;1;2734.666667;121066.6667
1123.666667;34862.66667;0.937312687;21490.66667;108466.3333
34.5;17469.33333;1;3200;114605.6667
125.6666667;82541.33333;0.948408181;7116.666667;66112
18;20503.66667;0.66025641;4516.666667;78000
26.66666667;24054.33333;0.697167756;1808.333333;98244.66667
157;153356;0.63844893;11791.66667;69533.33333
46.66666667;33823.33333;0.840419501;10690.66667;4559.666667
252.6666667;66121.33333;0.860835105;40441.66667;4400
100;79417;1;275;5000
1357.666667;168900.6667;0.965334145;15783.33333;66758.66667
454;80466.66667;0.999213837;14941.66667;61279
540.3333333;217058.3333;0.853734454;29891.66667;339571.3333
706.3333333;73421.33333;0.947304492;11341.66667;128805
104;65716;1;275;38254
51;54579;0.764891881;18975;15102
2022.333333;239473.6667;0.944741792;17250;41657.33333
2;10321;0.343434343;1958.333333;85102.66667
232;525959.3333;0.939304154;50041.66667;240
90;15521.5;1;3862.5;61710
35;27582.33333;0.69537037;4000;196848
82.66666667;48560.66667;0.404884005;1191.666667;56666.66667
856.3333333;172909;0.946574948;5250;176667
42.66666667;79454.66667;1;27683.33333;20842.66667
196.3333333;52909;0.851074851;14125;78000
46.33333333;28225.66667;0.988095238;15408.33333;129316.6667
1553.333333;131987;0.996366939;51016.66667;7768
331;124067;0.929585737;26458.33333;25766.33333
12.33333333;22703.33333;0.824598931;550;114330.3333
9.333333333;20579.33333;0.433333333;1900;83371.66667
469.3333333;65306.33333;1;8566.666667;23333.33333
132.6666667;143017.3333;1;9808.333333;155000
54.66666667;32237;0.957324643;10583.33333;218125.6667
487.6666667;202694.6667;0.74834308;4458.333333;65000
1.333333333;3893;0.090909091;26251.66667;65542.66667
373.3333333;78457;0.970915681;32900;7669
